date,station,precipitation,max_temperature,min_temperature,mean_temperature
2012-07-01,Arties,19.0,13.5,8.1,10.8
2012-07-02,Arties,0.0,20.6,8.3,14.45
2012-07-03,Arties,0.0,26.3,8.0,17.15
2012-07-04,Arties,17.6,23.7,11.2,17.45
2012-07-05,Arties,12.8,19.4,10.5,14.95
2012-07-06,Arties,0.0,20.0,10.5,15.25
2012-07-07,Arties,0.0,25.5,11.3,18.4
2012-07-08,Arties,0.0,19.1,10.9,15.0
2012-07-09,Arties,0.0,23.2,9.0,16.1
2012-07-10,Arties,0.0,21.5,12.1,16.8
2012-07-11,Arties,0.0,18.4,12.2,15.3
2012-07-12,Arties,0.0,21.5,10.3,15.9
2012-07-13,Arties,0.0,27.5,9.6,18.55
2012-07-14,Arties,0.0,17.0,11.3,14.15
2012-07-15,Arties,0.0,18.4,8.5,13.45
2012-07-16,Arties,0.0,23.0,6.9,14.95
2012-07-17,Arties,0.0,27.8,7.4,17.6
2012-07-18,Arties,0.0,30.1,8.3,19.2
2012-07-19,Arties,0.0,22.6,8.6,15.6
2012-07-20,Arties,0.0,20.4,9.7,15.05
2012-07-21,Arties,0.0,20.0,10.8,15.4
2012-07-22,Arties,0.0,21.1,9.7,15.4
2012-07-23,Arties,0.0,25.0,5.0,15.0
2012-07-24,Arties,0.0,27.6,8.7,18.15
2012-07-25,Arties,0.2,30.0,11.7,20.85
2012-07-26,Arties,0.8,30.2,13.7,21.95
2012-07-27,Arties,2.4,29.8,12.7,21.25
2012-07-28,Arties,8.6,22.5,11.7,17.1
2012-07-29,Arties,0.0,21.0,12.2,16.6
2012-07-30,Arties,0.0,26.8,11.0,18.9
2012-07-31,Arties,0.0,29.9,11.6,20.75
2012-08-01,Arties,0.0,29.2,12.9,21.05
2012-08-02,Arties,0.0,24.8,11.3,18.05
2012-08-03,Arties,0.0,22.9,14.3,18.6
2012-08-04,Arties,0.0,25.3,11.6,18.45
2012-08-05,Arties,29.0,24.3,12.3,18.3
2012-08-06,Arties,7.6,19.2,10.9,15.05
2012-08-07,Arties,0.0,26.6,7.4,17.0
2012-08-08,Arties,0.0,29.5,10.8,20.15
2012-08-09,Arties,0.0,31.7,12.1,21.9
2012-08-10,Arties,0.0,32.1,13.4,22.75
2012-08-11,Arties,0.0,29.8,12.7,21.25
2012-08-12,Arties,0.0,20.2,14.0,17.1
2012-08-13,Arties,0.0,25.0,9.3,17.15
2012-08-14,Arties,0.0,29.0,11.8,20.4
2012-08-15,Arties,0.0,27.6,13.0,20.3
2012-08-16,Arties,0.0,29.1,11.1,20.1
2012-08-17,Arties,0.0,33.6,12.0,22.8
2012-08-18,Arties,0.0,36.3,16.5,26.4
2012-08-19,Arties,0.0,33.3,17.1,25.2
2012-08-20,Arties,0.0,30.9,15.1,23.0
2012-08-21,Arties,0.0,33.6,15.8,24.7
2012-08-22,Arties,0.0,32.6,12.4,22.5
2012-08-23,Arties,0.0,31.4,14.1,22.75
2012-08-24,Arties,0.0,30.5,14.1,22.3
2012-08-25,Arties,0.0,22.5,13.4,17.95
2012-08-26,Arties,0.0,22.8,10.6,16.7
2012-08-27,Arties,0.0,29.8,8.4,19.1
2012-08-28,Arties,8.0,28.6,13.0,20.8
2012-08-29,Arties,1.2,28.6,13.1,20.85
2012-08-30,Arties,10.0,16.6,8.4,12.5
2012-08-31,Arties,0.0,17.0,7.4,12.2
2012-09-01,Arties,0.0,15.5,4.8,10.15
2012-09-02,Arties,0.0,13.3,7.8,10.55
2012-09-03,Arties,0.0,16.0,8.8,12.4
2012-09-04,Arties,0.0,19.8,9.8,14.8
2012-09-05,Arties,0.0,23.0,7.3,15.15
2012-09-06,Arties,0.0,25.0,8.3,16.65
2012-09-07,Arties,0.0,27.3,9.6,18.45
2012-09-08,Arties,0.4,27.7,10.4,19.05
2012-09-09,Arties,0.0,26.8,9.4,18.1
2012-09-10,Arties,0.2,25.9,9.7,17.8
2012-09-11,Arties,4.4,25.0,9.4,17.2
2012-09-12,Arties,0.2,17.9,10.8,14.35
2012-09-13,Arties,2.6,14.6,7.7,11.15
2012-09-14,Arties,0.0,21.6,3.6,12.6
2012-09-15,Arties,0.0,25.2,6.2,15.7
2012-09-16,Arties,0.0,29.9,7.6,18.75
2012-09-17,Arties,0.0,28.9,9.8,19.35
2012-09-18,Arties,3.2,18.8,10.7,14.75
2012-09-19,Arties,0.6,17.0,8.2,12.6
2012-09-20,Arties,0.0,25.0,5.1,15.05
2012-09-21,Arties,0.0,26.4,12.3,19.35
2012-09-22,Arties,0.0,27.1,9.1,18.1
2012-09-23,Arties,2.0,26.6,11.5,19.05
2012-09-24,Arties,9.4,19.4,8.4,13.9
2012-09-25,Arties,0.2,19.5,7.8,13.65
2012-09-26,Arties,7.0,11.6,3.5,7.55
2012-09-27,Arties,0.0,17.3,1.6,9.45
2012-09-28,Arties,0.2,14.7,7.2,10.95
2012-09-29,Arties,11.6,10.9,6.4,8.65
2012-09-30,Arties,1.8,12.9,6.2,9.55
2012-10-01,Arties,0.0,17.9,3.1,10.5
2012-10-02,Arties,0.0,20.2,2.9,11.55
2012-10-03,Arties,0.0,21.4,4.3,12.85
2012-10-04,Arties,0.0,20.4,5.4,12.9
2012-10-05,Arties,0.0,24.2,5.6,14.9
2012-10-06,Arties,0.0,24.5,5.7,15.1
2012-10-07,Arties,0.0,19.3,10.1,14.7
2012-10-08,Arties,0.0,26.7,10.3,18.5
2012-10-09,Arties,0.0,22.3,10.7,16.5
2012-10-10,Arties,0.6,19.0,8.1,13.55
2012-10-11,Arties,11.8,19.1,9.3,14.2
2012-10-12,Arties,2.0,14.3,8.0,11.15
2012-10-13,Arties,0.0,13.5,5.1,9.3
2012-10-14,Arties,10.8,17.8,1.5,9.65
2012-10-15,Arties,0.4,12.4,1.1,6.75
2012-10-16,Arties,0.0,18.6,0.6,9.6
2012-10-17,Arties,0.0,19.5,6.2,12.85
2012-10-18,Arties,6.8,19.9,9.5,14.7
2012-10-19,Arties,33.2,20.6,12.3,16.45
2012-10-20,Arties,9.4,19.2,10.0,14.6
2012-10-21,Arties,4.6,17.0,6.2,11.6
2012-10-22,Arties,0.0,12.9,4.7,8.8
2012-10-23,Arties,0.0,17.8,4.2,11.0
2012-10-24,Arties,0.0,20.2,4.4,12.3
2012-10-25,Arties,4.0,13.6,9.7,11.65
2012-10-26,Arties,9.8,13.0,8.6,10.8
2012-10-27,Arties,15.8,9.3,-1.2,4.05
2012-10-28,Arties,2.0,3.3,-4.1,-0.4
2012-10-29,Arties,0.0,10.7,-5.8,2.45
2012-10-30,Arties,0.0,13.2,-2.6,5.3
2012-10-31,Arties,1.0,10.7,-0.2,5.25
2012-11-01,Arties,0.0,13.8,-1.1,6.35
2012-11-02,Arties,0.0,14.2,-0.5,6.85
2012-11-03,Arties,0.0,17.5,6.3,11.9
2012-11-04,Arties,13.4,11.8,6.0,8.9
2012-11-05,Arties,1.2,10.6,0.6,5.6
2012-11-06,Arties,0.0,8.9,-2.2,3.35
2012-11-07,Arties,0.0,10.7,-4.4,3.15
2012-11-08,Arties,0.8,20.5,6.7,13.6
2012-11-09,Arties,0.2,17.8,8.6,13.2
2012-11-10,Arties,4.6,14.9,3.0,8.95
2012-11-11,Arties,4.0,5.8,1.0,3.4
2012-11-12,Arties,0.4,8.4,0.2,4.3
2012-11-13,Arties,0.0,11.9,-2.5,4.7
2012-11-14,Arties,0.0,17.9,3.6,10.75
2012-11-15,Arties,0.0,17.2,3.1,10.15
2012-11-16,Arties,0.0,17.9,2.4,10.15
2012-11-17,Arties,0.0,16.0,6.9,11.45
2012-11-18,Arties,0.6,10.6,6.3,8.45
2012-11-19,Arties,0.0,11.4,0.1,5.75
2012-11-20,Arties,0.0,14.3,-1.4,6.45
2012-11-21,Arties,0.2,11.3,4.4,7.85
2012-11-22,Arties,0.0,12.6,0.8,6.7
2012-11-23,Arties,0.0,16.8,1.0,8.9
2012-11-24,Arties,0.0,16.6,4.3,10.45
2012-11-25,Arties,0.0,15.7,3.2,9.45
2012-11-26,Arties,15.0,12.9,0.6,6.75
2012-11-27,Arties,12.6,1.9,0.4,1.15
2012-11-28,Arties,5.0,0.6,-0.8,-0.1
2012-11-29,Arties,2.4,1.0,-3.4,-1.2
2012-11-30,Arties,0.0,0.0,-11.3,-5.65
2012-12-01,Arties,0.0,0.3,-12.2,-5.95
2012-12-02,Arties,1.2,0.9,-12.5,-5.8
2012-12-03,Arties,19.6,5.6,-1.0,2.3
2012-12-04,Arties,10.0,2.7,-1.3,0.7
2012-12-05,Arties,2.8,1.0,-0.6,0.2
2012-12-06,Arties,1.2,2.2,-6.8,-2.3
2012-12-07,Arties,18.0,5.3,-7.3,-1.0
2012-12-08,Arties,6.8,2.3,-3.8,-0.75
2012-12-09,Arties,0.2,3.7,-8.6,-2.45
2012-12-10,Arties,0.0,4.0,-7.1,-1.55
2012-12-11,Arties,0.0,3.3,-9.8,-3.25
2012-12-12,Arties,1.0,6.0,-10.0,-2.0
2012-12-13,Arties,0.0,7.3,1.3,4.3
2012-12-14,Arties,0.0,10.3,3.2,6.75
2012-12-15,Arties,0.8,8.2,-0.4,3.9
2012-12-16,Arties,0.2,6.1,-1.4,2.35
2012-12-17,Arties,0.6,6.8,-1.0,2.9
2012-12-18,Arties,0.0,5.1,-3.9,0.6
2012-12-19,Arties,0.0,8.9,1.5,5.2
2012-12-20,Arties,0.2,9.4,1.3,5.35
2012-12-21,Arties,0.6,10.3,0.6,5.45
2012-12-22,Arties,0.2,12.6,2.2,7.4
2012-12-23,Arties,0.0,14.6,1.9,8.25
2012-12-24,Arties,0.0,21.0,3.7,12.35
2012-12-25,Arties,1.4,15.1,4.4,9.75
2012-12-26,Arties,2.8,5.2,-2.0,1.6
2012-12-27,Arties,0.0,9.8,-3.0,3.4
2012-12-28,Arties,0.2,10.4,1.5,5.95
2012-12-29,Arties,0.0,12.3,3.8,8.05
2012-12-30,Arties,0.0,6.7,-2.3,2.2
2012-12-31,Arties,0.0,10.5,-3.7,3.4
2013-01-01,Arties,3.4,6.6,0.9,3.75
2013-01-02,Arties,1.8,3.9,-0.4,1.75
2013-01-03,Arties,0.0,4.4,-4.7,-0.15
2013-01-04,Arties,0.0,9.1,-2.0,3.55
2013-01-05,Arties,0.0,8.4,-1.1,3.65
2013-01-06,Arties,0.0,12.3,-1.3,5.5
2013-01-07,Arties,0.0,14.4,1.0,7.7
2013-01-08,Arties,0.0,12.7,0.7,6.7
2013-01-09,Arties,0.0,13.2,-1.1,6.05
2013-01-10,Arties,2.2,5.9,-1.5,2.2
2013-01-11,Arties,0.0,5.1,-3.8,0.65
2013-01-12,Arties,0.0,7.6,-4.7,1.45
2013-01-13,Arties,5.6,1.3,-2.0,-0.35
2013-01-14,Arties,0.8,-0.7,-2.0,-1.35
2013-01-15,Arties,1.2,0.5,-2.1,-0.8
2013-01-16,Arties,26.8,5.9,-1.4,2.25
2013-01-17,Arties,8.8,2.4,-5.9,-1.75
2013-01-18,Arties,16.6,5.3,-6.0,-0.35
2013-01-19,Arties,12.4,6.4,0.8,3.6
2013-01-20,Arties,9.2,2.0,-3.5,-0.75
2013-01-21,Arties,6.8,3.1,-4.6,-0.75
2013-01-22,Arties,0.0,6.0,-6.5,-0.25
2013-01-23,Arties,3.2,0.7,-2.8,-1.05
2013-01-24,Arties,3.6,1.2,-3.1,-0.95
2013-01-25,Arties,2.4,3.0,-11.0,-4.0
2013-01-26,Arties,25.6,4.5,-6.4,-0.95
2013-01-27,Arties,14.6,8.4,-3.0,2.7
2013-01-28,Arties,4.4,5.7,-2.3,1.7
2013-01-29,Arties,0.0,8.8,-2.5,3.15
2013-01-30,Arties,0.0,10.7,-1.2,4.75
2013-01-31,Arties,0.0,9.2,-0.3,4.45
2013-02-01,Arties,1.2,12.2,0.1,6.15
2013-02-02,Arties,10.0,3.0,-3.6,-0.3
2013-02-03,Arties,3.0,1.9,-6.3,-2.2
2013-02-04,Arties,18.4,8.0,-3.8,2.1
2013-02-05,Arties,0.8,9.1,-0.7,4.2
2013-02-06,Arties,2.2,1.3,-1.8,-0.25
2013-02-07,Arties,0.2,-0.2,-4.3,-2.25
2013-02-08,Arties,4.0,1.0,-4.1,-1.55
2013-02-09,Arties,2.0,0.9,-4.8,-1.95
2013-02-10,Arties,21.4,7.2,-0.6,3.3
2013-02-11,Arties,8.6,3.2,-2.1,0.55
2013-02-12,Arties,11.8,3.6,-2.0,0.8
2013-02-13,Arties,5.0,4.9,-0.7,2.1
2013-02-14,Arties,16.4,7.6,0.0,3.8
2013-02-15,Arties,0.6,9.3,-3.3,3.0
2013-02-16,Arties,0.0,10.9,-6.1,2.4
2013-02-17,Arties,0.0,13.0,-5.1,3.95
2013-02-18,Arties,0.0,11.2,-0.9,5.15
2013-02-19,Arties,0.0,10.3,-1.8,4.25
2013-02-20,Arties,0.0,11.7,-4.5,3.6
2013-02-21,Arties,0.4,10.9,-5.3,2.8
2013-02-22,Arties,1.4,6.9,-2.1,2.4
2013-02-23,Arties,0.0,-2.1,-7.7,-4.9
2013-02-24,Arties,0.8,-4.3,-7.3,-5.8
2013-02-25,Arties,1.8,-2.6,-6.6,-4.6
2013-02-26,Arties,9.6,3.4,-9.8,-3.2
2013-02-27,Arties,0.0,5.6,-10.1,-2.25
2013-02-28,Arties,0.0,5.9,-8.3,-1.2
2013-03-01,Arties,0.8,3.3,-4.3,-0.5
2013-03-02,Arties,0.0,11.4,-6.2,2.6
2013-03-03,Arties,0.0,12.8,-1.0,5.9
2013-03-04,Arties,0.0,10.7,0.0,5.35
2013-03-05,Arties,3.0,10.1,2.8,6.45
2013-03-06,Arties,8.4,10.7,1.4,6.05
2013-03-07,Arties,7.4,14.5,1.2,7.85
2013-03-08,Arties,3.0,12.9,0.7,6.8
2013-03-09,Arties,2.0,12.8,0.5,6.65
2013-03-10,Arties,0.0,11.2,0.1,5.65
2013-03-11,Arties,0.0,11.0,-1.3,4.85
2013-03-12,Arties,2.4,7.2,-0.6,3.3
2013-03-13,Arties,1.8,0.9,-6.3,-2.7
2013-03-14,Arties,0.2,-1.4,-6.0,-3.7
2013-03-15,Arties,11.8,4.9,-5.5,-0.3
2013-03-16,Arties,0.0,7.8,-5.3,1.25
2013-03-17,Arties,2.6,9.5,1.7,5.6
2013-03-18,Arties,1.4,8.3,-1.4,3.45
2013-03-19,Arties,0.0,11.0,-3.3,3.85
2013-03-20,Arties,2.6,8.8,-1.4,3.7
2013-03-21,Arties,0.0,14.3,-3.2,5.55
2013-03-22,Arties,0.2,17.5,3.2,10.35
2013-03-23,Arties,0.0,12.2,1.3,6.75
2013-03-24,Arties,3.6,12.3,-0.8,5.75
2013-03-25,Arties,3.6,11.4,0.4,5.9
2013-03-26,Arties,0.6,13.1,2.4,7.75
2013-03-27,Arties,0.0,15.5,2.5,9.0
2013-03-28,Arties,1.6,14.6,2.9,8.75
2013-03-29,Arties,0.6,16.0,2.9,9.45
2013-03-30,Arties,4.4,10.3,3.1,6.7
2013-03-31,Arties,0.0,13.9,1.3,7.6
2013-04-01,Arties,2.4,8.4,2.8,5.6
2013-04-02,Arties,0.4,10.0,-0.4,4.8
2013-04-03,Arties,0.0,13.5,-1.5,6.0
2013-04-04,Arties,4.4,10.3,0.7,5.5
2013-04-05,Arties,5.0,2.9,-1.2,0.85
2013-04-06,Arties,2.6,1.0,-2.4,-0.7
2013-04-07,Arties,3.4,11.5,-4.1,3.7
2013-04-08,Arties,0.0,11.2,0.1,5.65
2013-04-09,Arties,0.0,13.0,0.9,6.95
2013-04-10,Arties,0.0,18.3,-0.3,9.0
2013-04-11,Arties,1.0,18.8,4.2,11.5
2013-04-12,Arties,0.0,15.7,2.4,9.05
2013-04-13,Arties,0.0,19.0,1.7,10.35
2013-04-14,Arties,0.0,22.7,7.4,15.05
2013-04-15,Arties,0.0,21.9,7.5,14.7
2013-04-16,Arties,0.0,22.5,5.4,13.95
2013-04-17,Arties,0.0,24.0,7.6,15.8
2013-04-18,Arties,0.0,19.4,5.1,12.25
2013-04-19,Arties,12.8,9.2,0.8,5.0
2013-04-20,Arties,1.4,9.2,1.1,5.15
2013-04-21,Arties,0.0,12.2,-1.3,5.45
2013-04-22,Arties,0.0,12.1,2.9,7.5
2013-04-23,Arties,0.0,17.0,-0.4,8.3
2013-04-24,Arties,0.0,19.1,2.2,10.65
2013-04-25,Arties,0.8,16.5,4.3,10.4
2013-04-26,Arties,2.0,11.3,6.2,8.75
2013-04-27,Arties,12.8,6.0,0.0,3.0
2013-04-28,Arties,9.2,1.7,-0.4,0.65
2013-04-29,Arties,5.4,4.5,-0.2,2.15
2013-04-30,Arties,15.2,14.6,1.0,7.8
2013-05-01,Arties,0.4,13.4,3.2,8.3
2013-05-02,Arties,6.0,13.7,3.6,8.65
2013-05-03,Arties,0.8,13.6,3.7,8.65
2013-05-04,Arties,0.0,15.7,5.0,10.35
2013-05-05,Arties,0.0,17.0,3.5,10.25
2013-05-06,Arties,0.0,20.4,1.8,11.1
2013-05-07,Arties,0.0,20.4,7.7,14.05
2013-05-08,Arties,1.6,21.1,7.5,14.3
2013-05-09,Arties,5.2,17.0,6.0,11.5
2013-05-10,Arties,0.2,14.3,6.1,10.2
2013-05-11,Arties,0.0,13.6,1.1,7.35
2013-05-12,Arties,0.0,16.3,5.4,10.85
2013-05-13,Arties,0.0,19.3,0.8,10.05
2013-05-14,Arties,0.8,18.5,3.4,10.95
2013-05-15,Arties,26.4,7.4,0.5,3.95
2013-05-16,Arties,8.6,7.0,0.5,3.75
2013-05-17,Arties,2.2,12.2,-0.7,5.75
2013-05-18,Arties,2.4,10.3,3.4,6.85
2013-05-19,Arties,0.6,12.8,2.3,7.55
2013-05-20,Arties,0.8,12.5,3.8,8.15
2013-05-21,Arties,2.4,11.7,3.3,7.5
2013-05-22,Arties,30.0,10.3,4.7,7.5
2013-05-23,Arties,1.2,9.9,3.7,6.8
2013-05-24,Arties,0.2,10.6,1.6,6.1
2013-05-25,Arties,0.2,10.9,0.4,5.65
2013-05-26,Arties,0.0,18.0,-2.7,7.65
2013-05-27,Arties,1.2,16.8,3.9,10.35
2013-05-28,Arties,8.0,10.6,1.2,5.9
2013-05-29,Arties,0.4,9.7,-0.6,4.55
2013-05-30,Arties,22.2,6.5,1.1,3.8
2013-05-31,Arties,40.0,7.7,3.4,5.55
2013-06-01,Arties,11.6,9.7,5.4,7.55
2013-06-02,Arties,2.2,12.4,7.1,9.75
2013-06-03,Arties,0.2,18.4,7.4,12.9
2013-06-04,Arties,0.0,20.8,3.5,12.15
2013-06-05,Arties,0.4,21.8,5.1,13.45
2013-06-06,Arties,10.4,23.3,5.0,14.15
2013-06-07,Arties,0.2,20.9,6.5,13.7
2013-06-08,Arties,10.4,15.2,7.1,11.15
2013-06-09,Arties,5.6,13.6,6.5,10.05
2013-06-10,Arties,2.6,19.8,7.1,13.45
2013-06-11,Arties,0.0,22.4,5.7,14.05
2013-06-12,Arties,0.4,26.4,10.1,18.25
2013-06-13,Arties,17.2,25.6,9.0,17.3
2013-06-14,Arties,3.4,25.9,10.3,18.1
2013-06-15,Arties,0.0,21.0,9.9,15.45
2013-06-16,Arties,0.0,27.7,10.3,19.0
2013-06-17,Arties,10.0,26.5,12.1,19.3
2013-06-18,Arties,55.4,14.1,8.3,11.2
2013-06-19,Arties,0.0,16.264,4.825,10.54
2013-06-20,Arties,0.2,16.264,3.597,9.93
2013-06-21,Arties,0.409938503,12.854,2.281,7.57
2013-06-22,Arties,0.0,20.068,2.368,11.22
2013-06-23,Arties,0.0,13.51,3.421,8.47
2013-06-24,Arties,0.0,17.576,0.175,8.88
2013-06-25,Arties,0.0,17.576,2.018,9.8
2013-06-26,Arties,0.0,19.281,1.93,10.61
2013-06-27,Arties,4.614629036,17.313,2.456,9.88
2013-06-28,Arties,0.0,14.297,4.386,9.34
2013-06-29,Arties,0.0,21.904,5.088,13.5
2013-06-30,Arties,0.0,25.577,6.579,16.08
2012-07-01,Beret,2.71416999,9.2,4.3,6.75
2012-07-02,Beret,0.0,16.0,4.1,10.05
2012-07-03,Beret,0.193385631,20.4,5.3,12.85
2012-07-04,Beret,48.05021397,19.8,8.5,14.15
2012-07-05,Beret,0.592713753,15.9,7.4,11.65
2012-07-06,Beret,0.0,14.8,4.4,9.6
2012-07-07,Beret,0.0,18.7,8.3,13.5
2012-07-08,Beret,0.0,15.0,8.0,11.5
2012-07-09,Beret,0.0,20.5,7.0,13.75
2012-07-10,Beret,0.0,19.8,7.9,13.85
2012-07-11,Beret,0.0,17.5,8.2,12.85
2012-07-12,Beret,0.0,19.3,6.7,13.0
2012-07-13,Beret,0.0,21.3,6.7,14.0
2012-07-14,Beret,0.0,11.3,6.5,8.9
2012-07-15,Beret,0.0,13.1,3.0,8.05
2012-07-16,Beret,0.0,17.4,3.1,10.25
2012-07-17,Beret,0.0,20.7,6.2,13.45
2012-07-18,Beret,0.0,24.6,6.6,15.6
2012-07-19,Beret,0.0,23.4,8.8,16.1
2012-07-20,Beret,0.0,21.2,8.6,14.9
2012-07-21,Beret,0.600192534,13.6,6.9,10.25
2012-07-22,Beret,0.0,14.3,4.6,9.45
2012-07-23,Beret,0.0,18.6,2.6,10.6
2012-07-24,Beret,0.0,20.4,3.8,12.1
2012-07-25,Beret,0.0,23.4,6.0,14.7
2012-07-26,Beret,0.6,25.0,9.8,17.4
2012-07-27,Beret,13.24008392,23.6,10.8,17.2
2012-07-28,Beret,3.660609154,19.5,6.9,13.2
2012-07-29,Beret,0.0,19.7,9.0,14.35
2012-07-30,Beret,0.0,22.4,7.7,15.05
2012-07-31,Beret,0.0,24.3,9.1,16.7
2012-08-01,Beret,0.0,24.9,9.4,17.15
2012-08-02,Beret,0.0,22.6,7.4,15.0
2012-08-03,Beret,0.0,21.6,7.7,14.65
2012-08-04,Beret,10.35756276,22.0,8.3,15.15
2012-08-05,Beret,21.29522061,18.4,9.0,13.7
2012-08-06,Beret,0.0,13.4,7.5,10.45
2012-08-07,Beret,0.0,20.2,3.7,11.95
2012-08-08,Beret,0.0,23.5,7.3,15.4
2012-08-09,Beret,0.161976299,26.4,10.1,18.25
2012-08-10,Beret,0.0,25.9,12.5,19.2
2012-08-11,Beret,0.4,27.3,14.1,20.7
2012-08-12,Beret,0.0,15.8,10.3,13.05
2012-08-13,Beret,0.2,20.5,6.5,13.5
2012-08-14,Beret,0.0,23.3,7.8,15.55
2012-08-15,Beret,0.0,21.8,12.9,17.35
2012-08-16,Beret,0.0,22.4,7.2,14.8
2012-08-17,Beret,0.0,27.4,8.9,18.15
2012-08-18,Beret,0.0,30.2,12.1,21.15
2012-08-19,Beret,0.0,27.3,12.1,19.7
2012-08-20,Beret,0.0,26.0,12.2,19.1
2012-08-21,Beret,0.0,27.7,11.7,19.7
2012-08-22,Beret,0.0,26.3,11.1,18.7
2012-08-23,Beret,1.289838014,25.0,11.6,18.3
2012-08-24,Beret,0.0,23.8,11.0,17.4
2012-08-25,Beret,0.0,18.6,9.2,13.9
2012-08-26,Beret,0.0,18.3,5.2,11.75
2012-08-27,Beret,21.64765798,23.2,4.7,13.95
2012-08-28,Beret,2.788243168,21.9,8.5,15.2
2012-08-29,Beret,20.94536053,22.2,10.5,16.35
2012-08-30,Beret,14.11539467,13.1,5.2,9.15
2012-08-31,Beret,0.0,9.0,3.2,6.1
2012-09-01,Beret,0.0,8.3,1.5,4.9
2012-09-02,Beret,0.0,7.8,2.2,5.0
2012-09-03,Beret,0.0,9.3,5.2,7.25
2012-09-04,Beret,0.0,13.4,6.3,9.85
2012-09-05,Beret,0.0,16.3,4.3,10.3
2012-09-06,Beret,0.0,19.5,4.7,12.1
2012-09-07,Beret,0.0,20.2,6.0,13.1
2012-09-08,Beret,5.643947921,20.4,7.3,13.85
2012-09-09,Beret,18.7878343,20.8,5.4,13.1
2012-09-10,Beret,12.63247235,19.6,5.3,12.45
2012-09-11,Beret,0.0,19.3,6.1,12.7
2012-09-12,Beret,0.1,13.3,4.5,8.9
2012-09-13,Beret,0.0,10.0,3.4,6.7
2012-09-14,Beret,0.0,16.6,2.9,9.75
2012-09-15,Beret,0.0,20.4,5.9,13.15
2012-09-16,Beret,0.0,24.1,7.8,15.95
2012-09-17,Beret,0.4,22.3,8.7,15.5
2012-09-18,Beret,19.14345811,19.1,8.9,14.0
2012-09-19,Beret,0.0,12.4,4.0,8.2
2012-09-20,Beret,0.0,19.0,1.4,10.2
2012-09-21,Beret,0.0,20.6,6.3,13.45
2012-09-22,Beret,0.0,20.2,7.1,13.65
2012-09-23,Beret,11.30451097,20.1,6.9,13.5
2012-09-24,Beret,3.214233111,15.3,6.3,10.8
2012-09-25,Beret,0.656637184,14.0,6.2,10.1
2012-09-26,Beret,9.782752675,8.3,-1.0,3.65
2012-09-27,Beret,0.496499857,12.1,-2.4,4.85
2012-09-28,Beret,5.975832405,13.7,4.0,8.85
2012-09-29,Beret,0.600138854,7.3,1.6,4.45
2012-09-30,Beret,0.0,7.6,1.7,4.65
2012-10-01,Beret,0.0,14.0,0.1,7.05
2012-10-02,Beret,0.0,15.7,2.4,9.05
2012-10-03,Beret,0.2,15.7,1.0,8.35
2012-10-04,Beret,0.1,16.6,1.5,9.05
2012-10-05,Beret,0.097196458,17.7,2.4,10.05
2012-10-06,Beret,0.25376076,19.2,2.9,11.05
2012-10-07,Beret,0.21806551,15.0,8.7,11.85
2012-10-08,Beret,0.0,21.1,8.0,14.55
2012-10-09,Beret,0.4,17.4,8.1,12.75
2012-10-10,Beret,2.552889776,15.3,6.9,11.1
2012-10-11,Beret,20.18815036,13.5,6.8,10.15
2012-10-12,Beret,0.2,8.5,3.9,6.2
2012-10-13,Beret,0.0,9.7,-0.1,4.8
2012-10-14,Beret,13.76152963,11.9,-1.0,5.45
2012-10-15,Beret,0.0,4.2,-2.4,0.9
2012-10-16,Beret,8.571973277,13.3,-2.0,5.65
2012-10-17,Beret,0.4,14.2,3.3,8.75
2012-10-18,Beret,24.58729665,15.8,5.7,10.75
2012-10-19,Beret,79.13920103,14.5,10.4,12.45
2012-10-20,Beret,5.120438582,13.8,9.0,11.4
2012-10-21,Beret,2.456425452,11.7,3.8,7.75
2012-10-22,Beret,0.0,8.6,1.6,5.1
2012-10-23,Beret,0.0,12.7,2.1,7.4
2012-10-24,Beret,1.632326407,14.9,1.7,8.3
2012-10-25,Beret,10.43220587,9.6,3.9,6.75
2012-10-26,Beret,12.784711,8.2,5.0,6.6
2012-10-27,Beret,2.586915266,5.4,-6.6,-0.6
2012-10-28,Beret,0.0,-4.2,-8.1,-6.15
2012-10-29,Beret,0.0,7.8,-8.6,-0.4
2012-10-30,Beret,0.602519061,8.0,-4.1,1.95
2012-10-31,Beret,0.823028738,3.7,-2.3,0.7
2012-11-01,Beret,0.4,7.3,-2.7,2.3
2012-11-02,Beret,1.443917429,8.5,-2.9,2.8
2012-11-03,Beret,0.336328549,11.0,-1.2,4.9
2012-11-04,Beret,5.105842481,9.4,2.1,5.75
2012-11-05,Beret,0.2,5.0,-2.6,1.2
2012-11-06,Beret,0.0,1.0,-6.0,-2.5
2012-11-07,Beret,0.0,7.8,-7.0,0.4
2012-11-08,Beret,0.224097881,10.3,-1.4,4.45
2012-11-09,Beret,5.534432651,8.9,4.1,6.5
2012-11-10,Beret,8.984180557,7.2,0.0,3.6
2012-11-11,Beret,0.649901768,0.7,-1.7,-0.5
2012-11-12,Beret,0.2,1.5,-4.9,-1.7
2012-11-13,Beret,0.2,11.4,-4.5,3.45
2012-11-14,Beret,6.066533333,13.8,2.4,8.1
2012-11-15,Beret,3.233351016,14.2,1.9,8.05
2012-11-16,Beret,1.732467141,12.5,0.1,6.3
2012-11-17,Beret,6.006702828,8.7,-0.8,3.95
2012-11-18,Beret,1.96614456,5.4,1.4,3.4
